iter	MultiClass
504	0.494190637
505	0.4940516464
506	0.4937445623
507	0.4936046731
508	0.4934286105
509	0.4931121119
510	0.4928339353
511	0.4926977573
512	0.4925560713
513	0.4922935204
514	0.4921553111
515	0.4919112766
516	0.4917834584
517	0.4916391941
518	0.4914918046
519	0.4912532001
520	0.4909793597
521	0.4908453693
522	0.4906123119
523	0.4904876969
524	0.490377067
525	0.4901749876
526	0.4900519742
527	0.4899354065
528	0.4897025054
529	0.4894896833
530	0.489275494
531	0.4889787228
532	0.4888224267
533	0.4885717904
534	0.4883177165
535	0.4880302035
536	0.4879212924
537	0.4876825317
538	0.4874945544
539	0.4873681816
540	0.4870841063
541	0.4868208913
542	0.4865986548
543	0.4865004472
544	0.4863814184
545	0.4862318804
546	0.4860726155
547	0.485952571
548	0.4857458429
549	0.4855240751
550	0.4854147343
551	0.4852049202
552	0.4850009266
553	0.4847602908
554	0.4846663803
555	0.4845548518
556	0.4843436705
557	0.4840997142
558	0.4839978737
559	0.4837300882
560	0.4835933242
561	0.4833668687
562	0.4831906889
563	0.4829121607
564	0.4827986009
565	0.4827097298
566	0.4825218307
567	0.4824095209
568	0.4822634987
569	0.4820313398
570	0.4817699218
571	0.4816270638
572	0.4814515091
573	0.4812524767
574	0.4810670386
575	0.4809664872
576	0.4807245232
577	0.4804924425
578	0.4803379824
579	0.4800864086
580	0.4798541325
581	0.4797615111
582	0.4796775621
583	0.4794520832
584	0.4793443049
585	0.4791855477
586	0.4791107006
587	0.4790015941
588	0.4787936551
589	0.4786352105
590	0.478420357
591	0.4781675332
592	0.477952211
593	0.4778429092
594	0.4776429392
595	0.4775493803
596	0.4773154245
597	0.4770973678
598	0.4770162314
599	0.4769001324
600	0.476660981
601	0.4764927703
602	0.4764046413
603	0.4762187345
604	0.4760185302
605	0.4759170803
606	0.4757143368
607	0.4756189029
608	0.4754295584
609	0.4752057593
610	0.4749903589
611	0.4747814433
612	0.4746905798
613	0.4745870986
614	0.4744990478
615	0.4744102156
616	0.4742163397
617	0.4741370002
618	0.473932616
619	0.4738428854
620	0.4737144812
621	0.4735159176
622	0.4733093458
623	0.4730766009
624	0.4728824125
625	0.4728151048
626	0.4726031421
627	0.4724241106
628	0.4723340285
629	0.4722478527
630	0.4720503048
631	0.4719096734
632	0.4716954841
633	0.4714757086
634	0.4713845326
635	0.47116589
636	0.4709495912
637	0.4707521995
638	0.4706749694
639	0.4705835981
640	0.4704741792
641	0.4702792094
642	0.4701838145
643	0.4699709924
644	0.4697525451
645	0.4696737134
646	0.4695089404
647	0.4692970949
648	0.4691240012
649	0.4690204028
650	0.4689312191
651	0.4687399995
652	0.468645464
653	0.4684835818
654	0.468283729
655	0.4681744272
656	0.4681254797
657	0.468077001
658	0.4679656288
659	0.4677300713
660	0.4676437393
661	0.4674551761
662	0.4672912625
663	0.4672222359
664	0.4670069137
665	0.4667982715
666	0.4667285809
667	0.4665334549
668	0.4664441931
669	0.4663707914
670	0.4662409808
671	0.4660239789
672	0.4658561198
673	0.4656462666
674	0.4654657897
675	0.4653259397
676	0.4652363263
677	0.4650518648
678	0.4649113116
679	0.4647967752
680	0.4645718432
681	0.4643907023
682	0.4642570244
683	0.4641660047
684	0.4640082632
685	0.4639384163
686	0.463862241
687	0.4637928629
688	0.4636362933
689	0.4635678137
690	0.4633461631
691	0.4631554904
692	0.4629914987
693	0.4628967288
694	0.462840906
695	0.4627766062
696	0.4626155833
697	0.462540619
698	0.4624109257
699	0.4622255267
700	0.4621132951
701	0.4620189549
702	0.461945436
703	0.4618382046
704	0.4616936278
705	0.4616138195
706	0.4614337333
707	0.4612336852
708	0.4611395403
709	0.4610855145
710	0.4610048077
711	0.4609397267
712	0.4607842119
713	0.4606516668
714	0.4604525172
715	0.4602734076
716	0.4601791846
717	0.4599917934
718	0.4598276454
719	0.4596491217
720	0.4596008383
721	0.4595480625
722	0.4594411436
723	0.4592588698
724	0.4590930029
725	0.4590359301
726	0.4588767823
727	0.4587657616
728	0.4585904022
729	0.4584494974
730	0.4582719113
731	0.4581050288
732	0.458032213
733	0.4579600613
734	0.4577810689
735	0.4576218039
736	0.4574799616
737	0.4573072585
738	0.4572049102
739	0.457144634
740	0.4570847485
741	0.4570138859
742	0.456972595
743	0.4568801299
744	0.456812705
745	0.4567149272
746	0.456661956
747	0.4566135945
748	0.4565330049
749	0.4564724553
750	0.4563947565
751	0.4563286598
752	0.4561839267
753	0.4560343106
754	0.4559264151
755	0.4557471883
756	0.4555781573
757	0.4554293224
758	0.4552888474
759	0.4552242351
760	0.4550750487
761	0.4549400036
762	0.454874649
763	0.4547890202
764	0.4546458497
765	0.4544871707
766	0.4544316213
767	0.4542834506
768	0.4541526244
769	0.454079457
770	0.4539290987
771	0.4538029602
772	0.4536448281
773	0.4535070875
774	0.4533770817
775	0.4532588732
776	0.4531128901
777	0.4529748761
778	0.4529083106
779	0.4527745545
780	0.4527028716
781	0.4525337625
782	0.4524783303
783	0.4523338706
784	0.4522099588
785	0.4521506202
786	0.4521042119
787	0.4520526471
788	0.4519039294
789	0.4517699781
790	0.4516327453
791	0.4514723866
792	0.4514125401
793	0.4512734714
794	0.4511428405
795	0.4509939666
796	0.4509424408
797	0.4508013017
798	0.4506925468
799	0.4506368802
800	0.4505073822
801	0.4503628445
802	0.4502425265
803	0.450095098
804	0.4500144303
805	0.4499582559
806	0.4498497745
807	0.449678634
808	0.4496349211
809	0.4494936647
810	0.4493470566
811	0.4492975231
812	0.4491606029
813	0.4490022364
814	0.4488635192
815	0.4488250018
816	0.4487148406
817	0.4486457359
818	0.4485299885
819	0.4484833849
820	0.4484284605
821	0.4483733799
822	0.4482267327
823	0.4480853982
824	0.4479879329
825	0.447919883
826	0.4478617163
827	0.4477986275
828	0.4476714343
829	0.44754178
830	0.4474000939
831	0.4473175121
832	0.4471921158
833	0.4471473091
834	0.4470002713
835	0.4468819456
836	0.4467223291
837	0.4466036909
838	0.4465418913
839	0.4464129011
840	0.446297935
841	0.4461700777
842	0.4461085905
843	0.4460582757
844	0.4459717484
845	0.4458387737
846	0.445727128
847	0.4456767742
848	0.4455613003
849	0.4454186376
850	0.4452735529
851	0.4452237851
852	0.4451151474
853	0.4450679187
854	0.4450265106
855	0.4448781055
856	0.4448369708
857	0.4447862654
858	0.444650439
859	0.4445112921
860	0.4443729265
861	0.4442645622
862	0.4441342048
863	0.4439755258
864	0.443839504
865	0.4436936772
866	0.4435930086
867	0.4434584322
868	0.4433425285
869	0.4432947139
870	0.4431643955
871	0.4431354098
872	0.4430253268
873	0.4429052432
874	0.4428320368
875	0.4427201568
876	0.4426041359
877	0.4425277653
878	0.4424914356
879	0.4424065489
880	0.4422967784
881	0.4422536514
882	0.4421159108
883	0.4419998119
884	0.441870392
885	0.4417228853
886	0.4416645624
887	0.4415522527
888	0.4414508028
889	0.441313531
890	0.4411771967
891	0.4410705513
892	0.4410384795
893	0.4410025404
894	0.4409705468
895	0.4409141771
896	0.4408716361
897	0.4408267513
898	0.440705027
899	0.4406114291
900	0.4405613487
901	0.4404386869
902	0.4402949695
903	0.4401485957
904	0.4400917182
905	0.4400053862
906	0.439956048
907	0.4398458868
908	0.4397181076
909	0.4396227908
910	0.4395428263
911	0.4394868472
912	0.4394455172
913	0.4393555132
914	0.4393188709
915	0.4392605089
916	0.4391441365
917	0.4390099117
918	0.4389347521
919	0.4388573267
920	0.4387415402
921	0.4385915335
922	0.438474497
923	0.4383768363
924	0.4382474164
925	0.4381428805
926	0.4380367429
927	0.4379850609
928	0.4379116201
929	0.4377793094
930	0.4377346981
931	0.4376577024
932	0.4375601199
933	0.4375159773
934	0.4374050348
935	0.437266552
936	0.4371982677
937	0.4370759965
938	0.4369675542
939	0.4368413375
940	0.4367294184
941	0.4366119522
942	0.436525464
943	0.4364772587
944	0.4363699882
945	0.4362627178
946	0.43623549
947	0.4361213051
948	0.4360017295
949	0.4359558289
950	0.4358413707
951	0.4357901574
952	0.4357109351
953	0.435670152
954	0.4355796011
955	0.4354527204
956	0.4353494735
957	0.4352350543
958	0.4351976698
959	0.4351407141
960	0.4350716485
961	0.4349446506
962	0.4348119103
963	0.4347126089
964	0.4346753807
965	0.4345771341
966	0.4344858409
967	0.4344382997
968	0.4343040359
969	0.4341939137
970	0.4341031284
971	0.4339978502
972	0.4338970254
973	0.4338528828
974	0.4337735042
975	0.4336653353
976	0.4335749796
977	0.4334691155
978	0.4334208321
979	0.4333406331
980	0.4332643016
981	0.433159375
982	0.4330555813
983	0.4329533892
984	0.4328737371
985	0.4328204144
986	0.4327378716
987	0.4326574774
988	0.4325614965
989	0.4325282528
990	0.4324417255
991	0.43233383
992	0.4322866013
993	0.4322568344
994	0.4322200358
995	0.4321834717
996	0.4321513999
997	0.4320647945
998	0.4320307695
999	0.4319333433
